
Note: No compatibility mode selected!


Circuit: * spicemodels/option-b-encoder.spice

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xenc6.xnor01                       5.23892e-09
xenc6.xor01                                  1
xenc6.xxnor20.t1                             1
xenc6.xxnor20.xn1.n2                         1
xenc6.xxnor20.t2                             1
xenc6.xxnor20.xn2.n1                0.00405617
xenc6.xxnor20.t2b                  5.23892e-09
xenc6.xxnor20.t3                             1
xenc6.xxnor20.xnand.n1                0.658538
xenc6.xnor20                       5.23892e-09
xenc6.xor20                                  1
xenc6.nb2                                    1
xenc6.np                           7.05798e-09
xenc6.xnandp.n1                    3.52899e-09
xenc6.pos                                    1
xenc6.nb1                                    1
xenc6.nn                           2.09557e-08
xenc6.xnandn.n1                    1.04778e-08
xenc6.neg                                    1
xenc6.nneg                         5.23892e-09
xenc6.ntp                                    1
xenc6.xnandtp.n1                      0.696128
tp6                                5.23892e-09
xenc6.npos                         5.23892e-09
xenc6.ntn                                    1
xenc6.xnandtn.n1                       0.65854
tn6                                5.23892e-09
xenc7.b0b                                    1
xenc7.b1b                                    1
xenc7.b2b                                    1
xenc7.xxnor01.t1                             1
xenc7.xxnor01.xn1.n2                         1
xenc7.xxnor01.t2                             1
xenc7.xxnor01.xn2.n1                0.00405617
xenc7.xxnor01.t2b                  5.23892e-09
xenc7.xxnor01.t3                             1
xenc7.xxnor01.xnand.n1                 0.65854
xenc7.xnor01                       5.23892e-09
xenc7.xor01                                  1
xenc7.xxnor20.t1                             1
xenc7.xxnor20.xn1.n2                         1
xenc7.xxnor20.t2                             1
xenc7.xxnor20.xn2.n1                0.00405617
xenc7.xxnor20.t2b                  5.23892e-09
xenc7.xxnor20.t3                             1
xenc7.xxnor20.xnand.n1                0.658539
xenc7.xnor20                       5.23892e-09
xenc7.xor20                                  1
xenc7.nb2                                    1
xenc7.np                           7.05798e-09
xenc7.xnandp.n1                    3.52899e-09
xenc7.pos                                    1
xenc7.nb1                                    1
xenc7.nn                           2.09557e-08
xenc7.xnandn.n1                    1.04778e-08
xenc7.neg                                    1
xenc7.nneg                         5.23892e-09
xenc7.ntp                                    1
xenc7.xnandtp.n1                      0.696127
tp7                                5.23892e-09
xenc7.npos                         5.23892e-09
xenc7.ntn                                    1
xenc7.xnandtn.n1                       0.65854
tn7                                5.23892e-09
xenc8.b0b                                    1
xenc8.b1b                                    1
xenc8.b2b                                    1
xenc8.xxnor01.t1                             1
xenc8.xxnor01.xn1.n2                         1
xenc8.xxnor01.t2                             1
xenc8.xxnor01.xn2.n1                0.00405617
xenc8.xxnor01.t2b                  5.23892e-09
xenc8.xxnor01.t3                             1
xenc8.xxnor01.xnand.n1                0.658538
xenc8.xnor01                       5.23892e-09
xenc8.xor01                                  1
xenc8.xxnor20.t1                             1
xenc8.xxnor20.xn1.n2                         1
xenc8.xxnor20.t2                             1
xenc8.xxnor20.xn2.n1                0.00405617
xenc8.xxnor20.t2b                  5.23892e-09
xenc8.xxnor20.t3                             1
xenc8.xxnor20.xnand.n1                0.658537
xenc8.xnor20                       5.23892e-09
xenc8.xor20                                  1
xenc8.nb2                                    1
xenc8.np                           7.05798e-09
xenc8.xnandp.n1                    3.52899e-09
xenc8.pos                                    1
xenc8.nb1                                    1
xenc8.nn                           2.09557e-08
xenc8.xnandn.n1                    1.04778e-08
xenc8.neg                                    1
xenc8.nneg                         5.23892e-09
xenc8.ntp                                    1
xenc8.xnandtp.n1                      0.696126
tp8                                5.23892e-09
xenc8.npos                         5.23892e-09
xenc8.ntn                                    1
xenc8.xnandtn.n1                       0.65854
tn8                                5.23892e-09
xenc9.b0b                                    1
xenc9.b1b                                    1
xenc9.b2b                                    1
xenc9.xxnor01.t1                             1
xenc9.xxnor01.xn1.n2                         1
xenc9.xxnor01.t2                             1
xenc9.xxnor01.xn2.n1                0.00405617
xenc9.xxnor01.t2b                  5.23892e-09
xenc9.xxnor01.t3                             1
xenc9.xxnor01.xnand.n1                 0.65854
xenc9.xnor01                       5.23892e-09
xenc9.xor01                                  1
xenc9.xxnor20.t1                             1
xenc9.xxnor20.xn1.n2                         1
xenc9.xxnor20.t2                             1
xenc9.xxnor20.xn2.n1                0.00405617
xenc9.xxnor20.t2b                  5.23892e-09
xenc9.xxnor20.t3                             1
xenc9.xxnor20.xnand.n1                0.658537
xenc9.xnor20                       5.23892e-09
xenc9.xor20                                  1
xenc9.nb2                                    1
xenc9.np                           7.05798e-09
xenc9.xnandp.n1                    3.52899e-09
xenc9.pos                                    1
xenc9.nb1                                    1
xenc9.nn                           2.09557e-08
xenc9.xnandn.n1                    1.04778e-08
xenc9.neg                                    1
xenc9.nneg                         5.23892e-09
xenc9.ntp                                    1
xenc9.xnandtp.n1                      0.696129
tp9                                5.23892e-09
xenc9.npos                         5.23892e-09
xenc9.ntn                                    1
xenc9.xnandtn.n1                      0.658539
tn9                                5.23892e-09
xenc10.b0b                                   1
xenc10.b1b                                   1
xenc10.b2b                                   1
xenc10.xxnor01.t1                            1
xenc10.xxnor01.xn1.n2                        1
xenc10.xxnor01.t2                            1
xenc10.xxnor01.xn2.n1               0.00405617
xenc10.xxnor01.t2b                 5.23892e-09
xenc10.xxnor01.t3                            1
xenc10.xxnor01.xnand.n1               0.658537
xenc10.xnor01                      5.23892e-09
xenc10.xor01                                 1
xenc10.xxnor20.t1                            1
xenc10.xxnor20.xn1.n2                        1
xenc10.xxnor20.t2                            1
xenc10.xxnor20.xn2.n1               0.00405617
xenc10.xxnor20.t2b                 5.23892e-09
xenc10.xxnor20.t3                            1
xenc10.xxnor20.xnand.n1               0.658538
xenc10.xnor20                      5.23892e-09
xenc10.xor20                                 1
xenc10.nb2                                   1
xenc10.np                          7.05798e-09
xenc10.xnandp.n1                   3.52899e-09
xenc10.pos                                   1
xenc10.nb1                                   1
xenc10.nn                          2.09557e-08
xenc10.xnandn.n1                   1.04778e-08
xenc10.neg                                   1
xenc10.nneg                        5.23892e-09
xenc10.ntp                                   1
xenc10.xnandtp.n1                     0.696125
tp10                               5.23892e-09
xenc10.npos                        5.23892e-09
xenc10.ntn                                   1
xenc10.xnandtn.n1                     0.658539
tn10                               5.23892e-09
xenc11.b0b                                   1
xenc11.b1b                                   1
xenc11.b2b                                   1
xenc11.xxnor01.t1                            1
xenc11.xxnor01.xn1.n2                        1
xenc11.xxnor01.t2                            1
xenc11.xxnor01.xn2.n1               0.00405617
xenc11.xxnor01.t2b                 5.23892e-09
xenc11.xxnor01.t3                            1
xenc11.xxnor01.xnand.n1               0.658538
xenc11.xnor01                      5.23892e-09
xenc11.xor01                                 1
xenc11.xxnor20.t1                            1
xenc11.xxnor20.xn1.n2                        1
xenc11.xxnor20.t2                            1
xenc11.xxnor20.xn2.n1               0.00405617
xenc11.xxnor20.t2b                 5.23892e-09
xenc11.xxnor20.t3                            1
xenc11.xxnor20.xnand.n1               0.658538
xenc11.xnor20                      5.23892e-09
xenc11.xor20                                 1
xenc11.nb2                                   1
xenc11.np                          7.05798e-09
xenc11.xnandp.n1                   3.52899e-09
xenc11.pos                                   1
xenc11.nb1                                   1
xenc11.nn                          2.09557e-08
xenc11.xnandn.n1                   1.04778e-08
xenc11.neg                                   1
xenc11.nneg                        5.23892e-09
xenc11.ntp                                   1
xenc11.xnandtp.n1                     0.696128
tp11                               5.23892e-09
xenc11.npos                        5.23892e-09
xenc11.ntn                                   1
xenc11.xnandtn.n1                     0.658539
tn11                               5.23892e-09
xenc12.b0b                                   1
xenc12.b1b                                   1
xenc12.b2b                                   1
xenc12.xxnor01.t1                            1
xenc12.xxnor01.xn1.n2                        1
xenc12.xxnor01.t2                            1
xenc12.xxnor01.xn2.n1               0.00405617
xenc12.xxnor01.t2b                 5.23892e-09
xenc12.xxnor01.t3                            1
xenc12.xxnor01.xnand.n1               0.658539
xenc12.xnor01                      5.23892e-09
xenc12.xor01                                 1
xenc12.xxnor20.t1                            1
xenc12.xxnor20.xn1.n2                        1
xenc12.xxnor20.t2                            1
xenc12.xxnor20.xn2.n1               0.00405617
xenc12.xxnor20.t2b                 5.23892e-09
xenc12.xxnor20.t3                            1
xenc12.xxnor20.xnand.n1               0.658537
xenc12.xnor20                      5.23892e-09
xenc12.xor20                                 1
xenc12.nb2                                   1
xenc12.np                          7.05798e-09
xenc12.xnandp.n1                   3.52899e-09
xenc12.pos                                   1
xenc12.nb1                                   1
xenc12.nn                          2.09557e-08
xenc12.xnandn.n1                   1.04778e-08
xenc12.neg                                   1
xenc12.nneg                        5.23892e-09
xenc12.ntp                                   1
xenc12.xnandtp.n1                     0.696125
tp12                               5.23892e-09
xenc12.npos                        5.23892e-09
xenc12.ntn                                   1
xenc12.xnandtn.n1                     0.658539
tn12                               5.23892e-09
xenc13.b0b                                   1
xenc13.b1b                                   1
xenc13.b2b                                   1
xenc13.xxnor01.t1                            1
xenc13.xxnor01.xn1.n2                        1
xenc13.xxnor01.t2                            1
xenc13.xxnor01.xn2.n1               0.00405617
xenc13.xxnor01.t2b                 5.23892e-09
xenc13.xxnor01.t3                            1
xenc13.xxnor01.xnand.n1               0.658542
xenc13.xnor01                      5.23892e-09
xenc13.xor01                                 1
xenc13.xxnor20.t1                            1
xenc13.xxnor20.xn1.n2                        1
xenc13.xxnor20.t2                            1
xenc13.xxnor20.xn2.n1               0.00405617
xenc13.xxnor20.t2b                 5.23892e-09
xenc13.xxnor20.t3                            1
xenc13.xxnor20.xnand.n1                0.65854
xenc13.xnor20                      5.23892e-09
xenc13.xor20                                 1
xenc13.nb2                                   1
xenc13.np                          7.05798e-09
xenc13.xnandp.n1                   3.52899e-09
xenc13.pos                                   1
xenc13.nb1                                   1
xenc13.nn                          2.09557e-08
xenc13.xnandn.n1                   1.04778e-08
xenc13.neg                                   1
xenc13.nneg                        5.23892e-09
xenc13.ntp                                   1
xenc13.xnandtp.n1                     0.696124
tp13                               5.23892e-09
xenc13.npos                        5.23892e-09
xenc13.ntn                                   1
xenc13.xnandtn.n1                      0.65854
tn13                               5.23892e-09
xenc14.b0b                                   1
xenc14.b1b                                   1
xenc14.b2b                                   1
xenc14.xxnor01.t1                            1
xenc14.xxnor01.xn1.n2                        1
xenc14.xxnor01.t2                            1
xenc14.xxnor01.xn2.n1               0.00405617
xenc14.xxnor01.t2b                 5.23892e-09
xenc14.xxnor01.t3                            1
xenc14.xxnor01.xnand.n1               0.658539
xenc14.xnor01                      5.23892e-09
xenc14.xor01                                 1
xenc14.xxnor20.t1                            1
xenc14.xxnor20.xn1.n2                        1
xenc14.xxnor20.t2                            1
xenc14.xxnor20.xn2.n1               0.00405617
xenc14.xxnor20.t2b                 5.23892e-09
xenc14.xxnor20.t3                            1
xenc14.xxnor20.xnand.n1               0.658539
xenc14.xnor20                      5.23892e-09
xenc14.xor20                                 1
xenc14.nb2                                   1
xenc14.np                          7.05798e-09
xenc14.xnandp.n1                   3.52899e-09
xenc14.pos                                   1
xenc14.nb1                                   1
xenc14.nn                          2.09557e-08
xenc14.xnandn.n1                   1.04778e-08
xenc14.neg                                   1
xenc14.nneg                        5.23892e-09
xenc14.ntp                                   1
xenc14.xnandtp.n1                     0.696128
tp14                               5.23892e-09
xenc14.npos                        5.23892e-09
xenc14.ntn                                   1
xenc14.xnandtn.n1                      0.65854
tn14                               5.23892e-09
xenc15.b0b                                   1
xenc15.b1b                                   1
xenc15.b2b                                   1
xenc15.xxnor01.t1                            1
xenc15.xxnor01.xn1.n2                        1
xenc15.xxnor01.t2                            1
xenc15.xxnor01.xn2.n1               0.00405617
xenc15.xxnor01.t2b                 5.23892e-09
xenc15.xxnor01.t3                            1
xenc15.xxnor01.xnand.n1               0.658541
xenc15.xnor01                      5.23892e-09
xenc15.xor01                                 1
xenc15.xxnor20.t1                            1
xenc15.xxnor20.xn1.n2                        1
xenc15.xxnor20.t2                            1
xenc15.xxnor20.xn2.n1               0.00405617
xenc15.xxnor20.t2b                 5.23892e-09
xenc15.xxnor20.t3                            1
xenc15.xxnor20.xnand.n1               0.658538
xenc15.xnor20                      5.23892e-09
xenc15.xor20                                 1
xenc15.nb2                                   1
xenc15.np                          7.05798e-09
xenc15.xnandp.n1                   3.52899e-09
xenc15.pos                                   1
xenc15.nb1                                   1
xenc15.nn                          2.09557e-08
xenc15.xnandn.n1                   1.04778e-08
xenc15.neg                                   1
xenc15.nneg                        5.23892e-09
xenc15.ntp                                   1
xenc15.xnandtp.n1                     0.696128
tp15                               5.23892e-09
xenc15.npos                        5.23892e-09
xenc15.ntn                                   1
xenc15.xnandtn.n1                     0.658538
tn15                               5.23892e-09
xsense_shared.xor_p01.nor_ab                 1
xsense_shared.xor_p01.xnor_or.n2               1
xsense_shared.orp01                5.23893e-09
xsense_shared.xor_p23.nor_ab                 1
xsense_shared.xor_p23.xnor_or.n2               1
xsense_shared.orp23                5.23893e-09
xsense_shared.xor_p45.nor_ab                 1
xsense_shared.xor_p45.xnor_or.n2               1
xsense_shared.orp45                5.23893e-09
xsense_shared.xor_p67.nor_ab                 1
xsense_shared.xor_p67.xnor_or.n2               1
xsense_shared.orp67                5.23893e-09
xsense_shared.xor_p89.nor_ab                 1
xsense_shared.xor_p89.xnor_or.n2               1
xsense_shared.orp89                5.23893e-09
xsense_shared.xor_p1011.nor_ab               1
xsense_shared.xor_p1011.xnor_or.n2               1
xsense_shared.orp1011              5.23893e-09
xsense_shared.xor_p1213.nor_ab               1
xsense_shared.xor_p1213.xnor_or.n2               1
xsense_shared.orp1213              5.23893e-09
xsense_shared.xor_p1415.nor_ab               1
xsense_shared.xor_p1415.xnor_or.n2               1
xsense_shared.orp1415              5.23893e-09
xsense_shared.xor_p_0123.nor_ab               1
xsense_shared.xor_p_0123.xnor_or.n2               1
xsense_shared.orp0123              5.23893e-09
xsense_shared.xor_p_4567.nor_ab               1
xsense_shared.xor_p_4567.xnor_or.n2               1
xsense_shared.orp4567              5.23893e-09
xsense_shared.xor_p_891011.nor_ab               1
xsense_shared.xor_p_891011.xnor_or.n2               1
xsense_shared.orp891011            5.23893e-09
xsense_shared.xor_p_12131415.nor_ab               1
xsense_shared.xor_p_12131415.xnor_or.n2               1
xsense_shared.orp12131415          5.23893e-09
xsense_shared.xor_p_lo.nor_ab                1
xsense_shared.xor_p_lo.xnor_or.n2               1
xsense_shared.orp_lo               5.23893e-09
xsense_shared.xor_p_hi.nor_ab                1
xsense_shared.xor_p_hi.xnor_or.n2               1
xsense_shared.orp_hi               5.23893e-09
xsense_shared.xor_p_all.nor_ab               1
xsense_shared.xor_p_all.xnor_or.n2               1
sharedsensep                       5.23893e-09
xsense_shared.xor_n01.nor_ab                 1
xsense_shared.xor_n01.xnor_or.n2               1
xsense_shared.orn01                5.23893e-09
xsense_shared.xor_n23.nor_ab                 1
xsense_shared.xor_n23.xnor_or.n2               1
xsense_shared.orn23                5.23893e-09
xsense_shared.xor_n45.nor_ab                 1
xsense_shared.xor_n45.xnor_or.n2               1
xsense_shared.orn45                5.23893e-09
xsense_shared.xor_n67.nor_ab                 1
xsense_shared.xor_n67.xnor_or.n2               1
xsense_shared.orn67                5.23893e-09
xsense_shared.xor_n89.nor_ab                 1
xsense_shared.xor_n89.xnor_or.n2               1
xsense_shared.orn89                5.23893e-09
xsense_shared.xor_n1011.nor_ab               1
xsense_shared.xor_n1011.xnor_or.n2               1
xsense_shared.orn1011              5.23893e-09
xsense_shared.xor_n1213.nor_ab               1
xsense_shared.xor_n1213.xnor_or.n2               1
xsense_shared.orn1213              5.23893e-09
xsense_shared.xor_n1415.nor_ab               1
xsense_shared.xor_n1415.xnor_or.n2               1
xsense_shared.orn1415              5.23893e-09
xsense_shared.xor_n_0123.nor_ab               1
xsense_shared.xor_n_0123.xnor_or.n2               1
xsense_shared.orn0123              5.23893e-09
xsense_shared.xor_n_4567.nor_ab               1
xsense_shared.xor_n_4567.xnor_or.n2               1
xsense_shared.orn4567              5.23893e-09
xsense_shared.xor_n_891011.nor_ab               1
xsense_shared.xor_n_891011.xnor_or.n2               1
xsense_shared.orn891011            5.23893e-09
xsense_shared.xor_n_12131415.nor_ab               1
xsense_shared.xor_n_12131415.xnor_or.n2               1
xsense_shared.orn12131415          5.23893e-09
xsense_shared.xor_n_lo.nor_ab                1
xsense_shared.xor_n_lo.xnor_or.n2               1
xsense_shared.orn_lo               5.23893e-09
xsense_shared.xor_n_hi.nor_ab                1
xsense_shared.xor_n_hi.xnor_or.n2               1
xsense_shared.orn_hi               5.23893e-09
xsense_shared.xor_n_all.nor_ab               1
xsense_shared.xor_n_all.xnor_or.n2               1
sharedsensen                       5.23893e-09
sharedsensediff                   -1.44945e-17
sharedsensep_noise                 5.23893e-09
sharedsensen_noise                 5.23893e-09
shareddrivep                                 1
shareddriven                      7.12181e-150
boostp_node                                  1
boostn_node                       7.12181e-150
bnoisen#branch                     4.09728e-05
bnoisep#branch                     -2.3253e-12
bdiff#branch                                 0
bpw#branch                                   0
vdd#branch                        -4.09735e-05
vb2#branch                                   0
vb1#branch                                   0
vb0#branch                                   0


No. of Data Rows : 8056

  Measurements for Transient Analysis


Error: measure  td_tn0  trig(TARG) : out of interval
 .meas tran td_tn0 trig v(b0) val=    3.000000000000000e-02     rise=1 targ v(tn0) val=    5.000000000000000e-02     rise=1 failed!


Error: measure  settle_tn0  trig(TRIG) : out of interval
 .meas tran settle_tn0 trig v(tn0) val=    9.000000000000000e-01     fall=1 targ v(tn0) val=    1.000000000000000e-01     fall=1 failed!


Error: measure  td_sharedp  trig(TARG) : out of interval
 .meas tran td_sharedp trig v(b0) val=    3.000000000000000e-02     rise=1 targ v(shareddrivep) val=    5.000000000000000e-02     rise=1 failed!


Error: measure  settle_sharedp  trig(TRIG) : out of interval
 .meas tran settle_sharedp trig v(shareddrivep) val=    1.000000000000000e-01     rise=1 targ v(shareddrivep) val=    9.000000000000000e-01     rise=1 failed!

pavg                =  1.470419e-04 from=  5.000000e-09 to=  3.500250e-08
etotal              =   4.40984e-12 from=  5.00000e-09 to=  3.50000e-08
pleak               =  1.134449e-04 from=  3.000000e-08 to=  3.500250e-08
eleak_tail          =   5.66672e-13 from=  3.00000e-08 to=  3.50000e-08
eleak_est           =  3.40003e-12
edyn                =  1.00980e-12
eslice              =  6.31126e-14
eword_est           =  2.71384e-12
td_tp0              =  2.951989e-09 targ=  3.953489e-09 trig=  1.001500e-09
settle_tp0          =  3.335254e-09 targ=  7.430679e-09 trig=  4.095426e-09
sense_headroom_min  =  -2.713523e-01 at=  8.482500e-09
sense_headroom_max  =  1.169261e+00 at=  2.127750e-08
sense_thresh_latency=  1.949242e-12 targ=  8.532759e-09 trig=  8.530810e-09


Total analysis time (seconds) = 42.7126

Total elapsed time (seconds) = 69.701 

Total DRAM available = 8192.000 MB.
DRAM currently available =   85.797 MB.
Maximum ngspice program size = 1090.078 MB.
Current ngspice program size =  404.438 MB.

