
Note: No compatibility mode selected!


Circuit: * spicemodels/option-b-encoder.spice

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xenc6.xnor01                       5.23892e-09
xenc6.xor01                                  1
xenc6.xxnor20.t1                             1
xenc6.xxnor20.xn1.n2                         1
xenc6.xxnor20.t2                             1
xenc6.xxnor20.xn2.n1                0.00405617
xenc6.xxnor20.t2b                  5.23892e-09
xenc6.xxnor20.t3                             1
xenc6.xxnor20.xnand.n1                0.658539
xenc6.xnor20                       5.23892e-09
xenc6.xor20                                  1
xenc6.nb2                                    1
xenc6.np                           7.05798e-09
xenc6.xnandp.n1                    3.52899e-09
xenc6.pos                                    1
xenc6.nb1                                    1
xenc6.nn                           2.09557e-08
xenc6.xnandn.n1                    1.04778e-08
xenc6.neg                                    1
xenc6.nneg                         5.23892e-09
xenc6.ntp                                    1
xenc6.xnandtp.n1                      0.696126
tp6                                5.23892e-09
xenc6.npos                         5.23892e-09
xenc6.ntn                                    1
xenc6.xnandtn.n1                      0.658538
tn6                                5.23892e-09
xenc7.b0b                                    1
xenc7.b1b                                    1
xenc7.b2b                                    1
xenc7.xxnor01.t1                             1
xenc7.xxnor01.xn1.n2                         1
xenc7.xxnor01.t2                             1
xenc7.xxnor01.xn2.n1                0.00405617
xenc7.xxnor01.t2b                  5.23892e-09
xenc7.xxnor01.t3                             1
xenc7.xxnor01.xnand.n1                 0.65854
xenc7.xnor01                       5.23892e-09
xenc7.xor01                                  1
xenc7.xxnor20.t1                             1
xenc7.xxnor20.xn1.n2                         1
xenc7.xxnor20.t2                             1
xenc7.xxnor20.xn2.n1                0.00405617
xenc7.xxnor20.t2b                  5.23892e-09
xenc7.xxnor20.t3                             1
xenc7.xxnor20.xnand.n1                0.658539
xenc7.xnor20                       5.23892e-09
xenc7.xor20                                  1
xenc7.nb2                                    1
xenc7.np                           7.05798e-09
xenc7.xnandp.n1                    3.52899e-09
xenc7.pos                                    1
xenc7.nb1                                    1
xenc7.nn                           2.09557e-08
xenc7.xnandn.n1                    1.04778e-08
xenc7.neg                                    1
xenc7.nneg                         5.23892e-09
xenc7.ntp                                    1
xenc7.xnandtp.n1                      0.696126
tp7                                5.23892e-09
xenc7.npos                         5.23892e-09
xenc7.ntn                                    1
xenc7.xnandtn.n1                      0.658537
tn7                                5.23892e-09
xsense_shared.xor_p01.nor_ab                 1
xsense_shared.xor_p01.xnor_or.n2               1
xsense_shared.orp01                5.23893e-09
xsense_shared.xor_p23.nor_ab                 1
xsense_shared.xor_p23.xnor_or.n2               1
xsense_shared.orp23                5.23893e-09
xsense_shared.xor_p45.nor_ab                 1
xsense_shared.xor_p45.xnor_or.n2               1
xsense_shared.orp45                5.23893e-09
xsense_shared.xor_p67.nor_ab                 1
xsense_shared.xor_p67.xnor_or.n2               1
xsense_shared.orp67                5.23893e-09
xsense_shared.xor_p_0123.nor_ab               1
xsense_shared.xor_p_0123.xnor_or.n2               1
xsense_shared.orp0123              5.23893e-09
xsense_shared.xor_p_4567.nor_ab               1
xsense_shared.xor_p_4567.xnor_or.n2               1
xsense_shared.orp4567              5.23893e-09
xsense_shared.xor_p_all.nor_ab               1
xsense_shared.xor_p_all.xnor_or.n2               1
sharedsensep                       5.23893e-09
xsense_shared.xor_n01.nor_ab                 1
xsense_shared.xor_n01.xnor_or.n2               1
xsense_shared.orn01                5.23893e-09
xsense_shared.xor_n23.nor_ab                 1
xsense_shared.xor_n23.xnor_or.n2               1
xsense_shared.orn23                5.23893e-09
xsense_shared.xor_n45.nor_ab                 1
xsense_shared.xor_n45.xnor_or.n2               1
xsense_shared.orn45                5.23893e-09
xsense_shared.xor_n67.nor_ab                 1
xsense_shared.xor_n67.xnor_or.n2               1
xsense_shared.orn67                5.23893e-09
xsense_shared.xor_n_0123.nor_ab               1
xsense_shared.xor_n_0123.xnor_or.n2               1
xsense_shared.orn0123              5.23893e-09
xsense_shared.xor_n_4567.nor_ab               1
xsense_shared.xor_n_4567.xnor_or.n2               1
xsense_shared.orn4567              5.23893e-09
xsense_shared.xor_n_all.nor_ab               1
xsense_shared.xor_n_all.xnor_or.n2               1
sharedsensen                       5.23893e-09
sharedsensediff                    2.78054e-19
sharedsensep_noise                 5.23893e-09
sharedsensen_noise                 5.23893e-09
shareddrivep                                 1
shareddriven                      7.12181e-150
boostp_node                                  1
boostn_node                       7.12181e-150
bnoisen#branch                     4.09728e-05
bnoisep#branch                     -2.3253e-12
bdiff#branch                                 0
bpw#branch                                   0
vdd#branch                        -4.09731e-05
vb2#branch                                   0
vb1#branch                                   0
vb0#branch                                   0


No. of Data Rows : 8056

  Measurements for Transient Analysis


Error: measure  td_tn0  trig(TARG) : out of interval
 .meas tran td_tn0 trig v(b0) val=    3.000000000000000e-02     rise=1 targ v(tn0) val=    5.000000000000000e-02     rise=1 failed!


Error: measure  settle_tn0  trig(TRIG) : out of interval
 .meas tran settle_tn0 trig v(tn0) val=    9.000000000000000e-01     fall=1 targ v(tn0) val=    1.000000000000000e-01     fall=1 failed!


Error: measure  td_sharedp  trig(TARG) : out of interval
 .meas tran td_sharedp trig v(b0) val=    3.000000000000000e-02     rise=1 targ v(shareddrivep) val=    5.000000000000000e-02     rise=1 failed!


Error: measure  settle_sharedp  trig(TRIG) : out of interval
 .meas tran settle_sharedp trig v(shareddrivep) val=    1.000000000000000e-01     rise=1 targ v(shareddrivep) val=    9.000000000000000e-01     rise=1 failed!

pavg                =  9.358126e-05 from=  5.000000e-09 to=  3.500250e-08
etotal              =   2.80673e-12 from=  5.00000e-09 to=  3.50000e-08
pleak               =  7.625353e-05 from=  3.000000e-08 to=  3.500250e-08
eleak_tail          =   3.80997e-13 from=  3.00000e-08 to=  3.50000e-08
eleak_est           =  2.28598e-12
edyn                =  5.20748e-13
eslice              =  6.50935e-14
eword_est           =  2.79902e-12
td_tp0              =  2.951989e-09 targ=  3.953489e-09 trig=  1.001500e-09
settle_tp0          =  3.335254e-09 targ=  7.430679e-09 trig=  4.095426e-09
sense_headroom_min  =  -2.720188e-01 at=  8.022500e-09
sense_headroom_max  =  1.169260e+00 at=  2.003250e-08
sense_thresh_latency=  1.939900e-12 targ=  8.070663e-09 trig=  8.068723e-09


Total analysis time (seconds) = 20.1458

Total elapsed time (seconds) = 31.124 

Total DRAM available = 8192.000 MB.
DRAM currently available =   69.781 MB.
Maximum ngspice program size =  550.141 MB.
Current ngspice program size =  184.531 MB.

