
Note: No compatibility mode selected!


Circuit: * spicemodels/option-b-encoder.spice

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
xenc1.xxnor20.t1                           1.1
xenc1.xxnor20.xn1.n2                       1.1
xenc1.xxnor20.t2                           1.1
xenc1.xxnor20.xn2.n1                0.00442318
xenc1.xxnor20.t2b                  3.97382e-09
xenc1.xxnor20.t3                           1.1
xenc1.xxnor20.xnand.n1                0.743371
xenc1.xnor20                       3.97382e-09
xenc1.xor20                                1.1
xenc1.nb2                                  1.1
xenc1.np                           5.50454e-09
xenc1.xnandp.n1                    2.75227e-09
xenc1.pos                                  1.1
xenc1.nb1                                  1.1
xenc1.nn                           1.58953e-08
xenc1.xnandn.n1                    7.94763e-09
xenc1.neg                                  1.1
xenc1.nneg                         3.97382e-09
xenc1.ntp                                  1.1
xenc1.xnandtp.n1                      0.781605
tp1                                3.97382e-09
xenc1.npos                         3.97382e-09
xenc1.ntn                                  1.1
xenc1.xnandtn.n1                       0.74337
tn1                                3.97382e-09
xenc2.b0b                                  1.1
xenc2.b1b                                  1.1
xenc2.b2b                                  1.1
xenc2.xxnor01.t1                           1.1
xenc2.xxnor01.xn1.n2                       1.1
xenc2.xxnor01.t2                           1.1
xenc2.xxnor01.xn2.n1                0.00442318
xenc2.xxnor01.t2b                  3.97382e-09
xenc2.xxnor01.t3                           1.1
xenc2.xxnor01.xnand.n1                 0.74337
xenc2.xnor01                       3.97382e-09
xenc2.xor01                                1.1
xenc2.xxnor20.t1                           1.1
xenc2.xxnor20.xn1.n2                       1.1
xenc2.xxnor20.t2                           1.1
xenc2.xxnor20.xn2.n1                0.00442318
xenc2.xxnor20.t2b                  3.97382e-09
xenc2.xxnor20.t3                           1.1
xenc2.xxnor20.xnand.n1                0.743368
xenc2.xnor20                       3.97382e-09
xenc2.xor20                                1.1
xenc2.nb2                                  1.1
xenc2.np                           5.50454e-09
xenc2.xnandp.n1                    2.75227e-09
xenc2.pos                                  1.1
xenc2.nb1                                  1.1
xenc2.nn                           1.58953e-08
xenc2.xnandn.n1                    7.94763e-09
xenc2.neg                                  1.1
xenc2.nneg                         3.97382e-09
xenc2.ntp                                  1.1
xenc2.xnandtp.n1                      0.781605
tp2                                3.97382e-09
xenc2.npos                         3.97382e-09
xenc2.ntn                                  1.1
xenc2.xnandtn.n1                      0.743371
tn2                                3.97382e-09
xenc3.b0b                                  1.1
xenc3.b1b                                  1.1
xenc3.b2b                                  1.1
xenc3.xxnor01.t1                           1.1
xenc3.xxnor01.xn1.n2                       1.1
xenc3.xxnor01.t2                           1.1
xenc3.xxnor01.xn2.n1                0.00442318
xenc3.xxnor01.t2b                  3.97382e-09
xenc3.xxnor01.t3                           1.1
xenc3.xxnor01.xnand.n1                0.743369
xenc3.xnor01                       3.97382e-09
xenc3.xor01                                1.1
xenc3.xxnor20.t1                           1.1
xenc3.xxnor20.xn1.n2                       1.1
xenc3.xxnor20.t2                           1.1
xenc3.xxnor20.xn2.n1                0.00442318
xenc3.xxnor20.t2b                  3.97382e-09
xenc3.xxnor20.t3                           1.1
xenc3.xxnor20.xnand.n1                0.743369
xenc3.xnor20                       3.97382e-09
xenc3.xor20                                1.1
xenc3.nb2                                  1.1
xenc3.np                           5.50454e-09
xenc3.xnandp.n1                    2.75227e-09
xenc3.pos                                  1.1
xenc3.nb1                                  1.1
xenc3.nn                           1.58953e-08
xenc3.xnandn.n1                    7.94763e-09
xenc3.neg                                  1.1
xenc3.nneg                         3.97382e-09
xenc3.ntp                                  1.1
xenc3.xnandtp.n1                      0.781605
tp3                                3.97382e-09
xenc3.npos                         3.97382e-09
xenc3.ntn                                  1.1
xenc3.xnandtn.n1                      0.743372
tn3                                3.97382e-09
xenc4.b0b                                  1.1
xenc4.b1b                                  1.1
xenc4.b2b                                  1.1
xenc4.xxnor01.t1                           1.1
xenc4.xxnor01.xn1.n2                       1.1
xenc4.xxnor01.t2                           1.1
xenc4.xxnor01.xn2.n1                0.00442318
xenc4.xxnor01.t2b                  3.97382e-09
xenc4.xxnor01.t3                           1.1
xenc4.xxnor01.xnand.n1                0.743369
xenc4.xnor01                       3.97382e-09
xenc4.xor01                                1.1
xenc4.xxnor20.t1                           1.1
xenc4.xxnor20.xn1.n2                       1.1
xenc4.xxnor20.t2                           1.1
xenc4.xxnor20.xn2.n1                0.00442318
xenc4.xxnor20.t2b                  3.97382e-09
xenc4.xxnor20.t3                           1.1
xenc4.xxnor20.xnand.n1                0.743371
xenc4.xnor20                       3.97382e-09
xenc4.xor20                                1.1
xenc4.nb2                                  1.1
xenc4.np                           5.50454e-09
xenc4.xnandp.n1                    2.75227e-09
xenc4.pos                                  1.1
xenc4.nb1                                  1.1
xenc4.nn                           1.58953e-08
xenc4.xnandn.n1                    7.94763e-09
xenc4.neg                                  1.1
xenc4.nneg                         3.97382e-09
xenc4.ntp                                  1.1
xenc4.xnandtp.n1                      0.781607
tp4                                3.97382e-09
xenc4.npos                         3.97382e-09
xenc4.ntn                                  1.1
xenc4.xnandtn.n1                      0.743372
tn4                                3.97382e-09
xenc5.b0b                                  1.1
xenc5.b1b                                  1.1
xenc5.b2b                                  1.1
xenc5.xxnor01.t1                           1.1
xenc5.xxnor01.xn1.n2                       1.1
xenc5.xxnor01.t2                           1.1
xenc5.xxnor01.xn2.n1                0.00442318
xenc5.xxnor01.t2b                  3.97382e-09
xenc5.xxnor01.t3                           1.1
xenc5.xxnor01.xnand.n1                0.743368
xenc5.xnor01                       3.97382e-09
xenc5.xor01                                1.1
xenc5.xxnor20.t1                           1.1
xenc5.xxnor20.xn1.n2                       1.1
xenc5.xxnor20.t2                           1.1
xenc5.xxnor20.xn2.n1                0.00442318
xenc5.xxnor20.t2b                  3.97382e-09
xenc5.xxnor20.t3                           1.1
xenc5.xxnor20.xnand.n1                 0.74337
xenc5.xnor20                       3.97382e-09
xenc5.xor20                                1.1
xenc5.nb2                                  1.1
xenc5.np                           5.50454e-09
xenc5.xnandp.n1                    2.75227e-09
xenc5.pos                                  1.1
xenc5.nb1                                  1.1
xenc5.nn                           1.58953e-08
xenc5.xnandn.n1                    7.94763e-09
xenc5.neg                                  1.1
xenc5.nneg                         3.97382e-09
xenc5.ntp                                  1.1
xenc5.xnandtp.n1                      0.781607
tp5                                3.97382e-09
xenc5.npos                         3.97382e-09
xenc5.ntn                                  1.1
xenc5.xnandtn.n1                       0.74337
tn5                                3.97382e-09
xenc6.b0b                                  1.1
xenc6.b1b                                  1.1
xenc6.b2b                                  1.1
xenc6.xxnor01.t1                           1.1
xenc6.xxnor01.xn1.n2                       1.1
xenc6.xxnor01.t2                           1.1
xenc6.xxnor01.xn2.n1                0.00442318
xenc6.xxnor01.t2b                  3.97382e-09
xenc6.xxnor01.t3                           1.1
xenc6.xxnor01.xnand.n1                0.743368
xenc6.xnor01                       3.97382e-09
xenc6.xor01                                1.1
xenc6.xxnor20.t1                           1.1
xenc6.xxnor20.xn1.n2                       1.1
xenc6.xxnor20.t2                           1.1
xenc6.xxnor20.xn2.n1                0.00442318
xenc6.xxnor20.t2b                  3.97382e-09
xenc6.xxnor20.t3                           1.1
xenc6.xxnor20.xnand.n1                0.743368
xenc6.xnor20                       3.97382e-09
xenc6.xor20                                1.1
xenc6.nb2                                  1.1
xenc6.np                           5.50454e-09
xenc6.xnandp.n1                    2.75227e-09
xenc6.pos                                  1.1
xenc6.nb1                                  1.1
xenc6.nn                           1.58953e-08
xenc6.xnandn.n1                    7.94763e-09
xenc6.neg                                  1.1
xenc6.nneg                         3.97382e-09
xenc6.ntp                                  1.1
xenc6.xnandtp.n1                      0.781606
tp6                                3.97382e-09
xenc6.npos                         3.97382e-09
xenc6.ntn                                  1.1
xenc6.xnandtn.n1                      0.743368
tn6                                3.97382e-09
xenc7.b0b                                  1.1
xenc7.b1b                                  1.1
xenc7.b2b                                  1.1
xenc7.xxnor01.t1                           1.1
xenc7.xxnor01.xn1.n2                       1.1
xenc7.xxnor01.t2                           1.1
xenc7.xxnor01.xn2.n1                0.00442318
xenc7.xxnor01.t2b                  3.97382e-09
xenc7.xxnor01.t3                           1.1
xenc7.xxnor01.xnand.n1                0.743372
xenc7.xnor01                       3.97382e-09
xenc7.xor01                                1.1
xenc7.xxnor20.t1                           1.1
xenc7.xxnor20.xn1.n2                       1.1
xenc7.xxnor20.t2                           1.1
xenc7.xxnor20.xn2.n1                0.00442318
xenc7.xxnor20.t2b                  3.97382e-09
xenc7.xxnor20.t3                           1.1
xenc7.xxnor20.xnand.n1                0.743372
xenc7.xnor20                       3.97382e-09
xenc7.xor20                                1.1
xenc7.nb2                                  1.1
xenc7.np                           5.50454e-09
xenc7.xnandp.n1                    2.75227e-09
xenc7.pos                                  1.1
xenc7.nb1                                  1.1
xenc7.nn                           1.58953e-08
xenc7.xnandn.n1                    7.94763e-09
xenc7.neg                                  1.1
xenc7.nneg                         3.97382e-09
xenc7.ntp                                  1.1
xenc7.xnandtp.n1                      0.781607
tp7                                3.97382e-09
xenc7.npos                         3.97382e-09
xenc7.ntn                                  1.1
xenc7.xnandtn.n1                      0.743369
tn7                                3.97382e-09
xsense_shared.xor_p01.nor_ab               1.1
xsense_shared.xor_p01.xnor_or.n2             1.1
xsense_shared.orp01                3.97382e-09
xsense_shared.xor_p23.nor_ab               1.1
xsense_shared.xor_p23.xnor_or.n2             1.1
xsense_shared.orp23                3.97382e-09
xsense_shared.xor_p45.nor_ab               1.1
xsense_shared.xor_p45.xnor_or.n2             1.1
xsense_shared.orp45                3.97382e-09
xsense_shared.xor_p67.nor_ab               1.1
xsense_shared.xor_p67.xnor_or.n2             1.1
xsense_shared.orp67                3.97382e-09
xsense_shared.xor_p_0123.nor_ab             1.1
xsense_shared.xor_p_0123.xnor_or.n2             1.1
xsense_shared.orp0123              3.97382e-09
xsense_shared.xor_p_4567.nor_ab             1.1
xsense_shared.xor_p_4567.xnor_or.n2             1.1
xsense_shared.orp4567              3.97382e-09
xsense_shared.xor_p_all.nor_ab             1.1
xsense_shared.xor_p_all.xnor_or.n2             1.1
sharedsensep                       3.97382e-09
xsense_shared.xor_n01.nor_ab               1.1
xsense_shared.xor_n01.xnor_or.n2             1.1
xsense_shared.orn01                3.97382e-09
xsense_shared.xor_n23.nor_ab               1.1
xsense_shared.xor_n23.xnor_or.n2             1.1
xsense_shared.orn23                3.97382e-09
xsense_shared.xor_n45.nor_ab               1.1
xsense_shared.xor_n45.xnor_or.n2             1.1
xsense_shared.orn45                3.97382e-09
xsense_shared.xor_n67.nor_ab               1.1
xsense_shared.xor_n67.xnor_or.n2             1.1
xsense_shared.orn67                3.97382e-09
xsense_shared.xor_n_0123.nor_ab             1.1
xsense_shared.xor_n_0123.xnor_or.n2             1.1
xsense_shared.orn0123              3.97382e-09
xsense_shared.xor_n_4567.nor_ab             1.1
xsense_shared.xor_n_4567.xnor_or.n2             1.1
xsense_shared.orn4567              3.97382e-09
xsense_shared.xor_n_all.nor_ab             1.1
xsense_shared.xor_n_all.xnor_or.n2             1.1
sharedsensen                       3.97382e-09
sharedsensediff                    2.92709e-17
sharedsensep_noise                 3.97382e-09
sharedsensen_noise                 3.97382e-09
shareddrivep                               1.1
shareddriven                      6.72291e-137
boostp_node                                1.1
boostn_node                       6.72291e-137
bnoisen#branch                     7.89571e-05
bnoisep#branch                    -2.52598e-12
bdiff#branch                                 0
bpw#branch                                   0
vdd#branch                        -7.89575e-05
vb2#branch                                   0
vb1#branch                                   0
vb0#branch                                   0


No. of Data Rows : 8056

  Measurements for Transient Analysis


Error: measure  td_tn0  trig(TARG) : out of interval
 .meas tran td_tn0 trig v(b0) val=    3.300000000000000e-02     rise=1 targ v(tn0) val=    5.500000000000001e-02     rise=1 failed!


Error: measure  settle_tn0  trig(TRIG) : out of interval
 .meas tran settle_tn0 trig v(tn0) val=    9.900000000000001e-01     fall=1 targ v(tn0) val=    1.100000000000000e-01     fall=1 failed!


Error: measure  td_sharedp  trig(TARG) : out of interval
 .meas tran td_sharedp trig v(b0) val=    3.300000000000000e-02     rise=1 targ v(shareddrivep) val=    5.500000000000001e-02     rise=1 failed!


Error: measure  settle_sharedp  trig(TRIG) : out of interval
 .meas tran settle_sharedp trig v(shareddrivep) val=    1.100000000000000e-01     rise=1 targ v(shareddrivep) val=    9.900000000000001e-01     rise=1 failed!

pavg                =  1.416776e-04 from=  5.000000e-09 to=  3.500250e-08
etotal              =   4.24940e-12 from=  5.00000e-09 to=  3.50000e-08
pleak               =  1.264681e-04 from=  3.000000e-08 to=  3.500250e-08
eleak_tail          =   6.31840e-13 from=  3.00000e-08 to=  3.50000e-08
eleak_est           =  3.79104e-12
edyn                =  4.58358e-13
eslice              =  5.72948e-14
eword_est           =  2.46368e-12
td_tp0              =  2.103242e-09 targ=  3.104742e-09 trig=  1.001500e-09
settle_tp0          =  1.806327e-09 targ=  4.991214e-09 trig=  3.184887e-09
sense_headroom_min  =  -2.967748e-01 at=  5.212500e-09
sense_headroom_max  =  1.281923e+00 at=  3.883750e-08
sense_thresh_latency=  1.120418e-12 targ=  5.242243e-09 trig=  5.241122e-09


Total analysis time (seconds) = 22.4552

Total elapsed time (seconds) = 33.443 

Total DRAM available = 8192.000 MB.
DRAM currently available =   67.703 MB.
Maximum ngspice program size =  549.656 MB.
Current ngspice program size =   25.844 MB.

